ID   Trainer                        #  Original        BST  --> Replacement     BST  Diff% 
723  Erika                          5  Spheal          290  --> Ferroseed       305  +5.2%
723  Erika                          8  Shuckle         505  --> Basclegion      530  +5.0%
723  Erika                          9  Tangrowth       535  --> Espeon          525  -1.9%
723  Erika                          10 Typhlosion      534  --> Mandibuzz       510  -4.5%
723  Erika                          11 Golduck         500  --> Gliscor         510  +2.0%
723  Erika                          12 Burmy           224  --> Wooper          210  -6.2%
724  Janine                         0  Crobat          535  --> Serperior       528  -1.3%
724  Janine                         1  Koffing         340  --> -----           335  -1.5%
724  Janine                         2  Mankey          305  --> Paras           285  -6.6%
724  Janine                         3  Skiploom        340  --> Floette         371  +9.1%
724  Janine                         5  Smoochum        305  --> Bellsprout      300  -1.6%
724  Janine                         8  Electrode       490  --> -----           494  +0.8%
724  Janine                         9  Venomoth        450  --> -----           440  -2.2%
724  Janine                         10 Luxray          523  --> Cramorant       475  -9.2%
724  Janine                         11 Golduck         500  --> Walrein         530  +6.0%
724  Janine                         12 Koffing         340  --> Pikachu         320  -5.9%
725  Sabrina                        0  Alakazam        500  --> Tyrantrum       521  +4.2%
725  Sabrina                        1  Burmy           224  --> Lotad           220  -1.8%
725  Sabrina                        2  Growlithe       350  --> Snover          334  -4.6%
725  Sabrina                        3  Mantine         485  --> Durant          484  -0.2%
725  Sabrina                        4  Misdreavus      435  --> Volbeat         430  -1.1%
725  Sabrina                        5  Kangaskhan      490  --> -----           500  +2.0%
725  Sabrina                        8  Bastiodon       495  --> -----           494  -0.2%
725  Sabrina                        9  Wobbuffet       405  --> Vigoroth        440  +8.6%
725  Sabrina                        10 Wooper          210  --> -----           210  +0.0%
725  Sabrina                        11 Persian         440  --> Chansey         450  +2.3%
725  Sabrina                        12 Buneary         350  --> Espurr          355  +1.4%
726  Blaine                         0  Torkoal         470  --> Piloswine       450  -4.3%
726  Blaine                         1  Nidoking        505  --> Slurpuff        480  -5.0%
726  Blaine                         2  Primeape        455  --> Minior          440  -3.3%
726  Blaine                         3  Masquerain      454  --> -----           490  +7.9%
726  Blaine                         5  Octillery       480  --> Dusknoir        525  +9.4%
726  Blaine                         8  Gabite          410  --> -----           420  +2.4%
726  Blaine                         9  Houndoom        500  --> Annihilape      535  +7.0%
726  Blaine                         10 Persian         440  --> -----           413  -6.1%
726  Blaine                         11 Poliwrath       510  --> Espathra        481  -5.7%
726  Blaine                         12 Machoke         405  --> Mothim          424  +4.7%
727  Blue                           0  Exeggutor       530  --> Kabutops        495  -6.6%
727  Blue                           1  Bayleef         405  --> Frogadier       405  +0.0%
727  Blue                           2  Bellsprout      300  --> Magnemite       325  +8.3%
727  Blue                           3  Gabite          410  --> Kecleon         440  +7.3%
727  Blue                           5  Octillery       480  --> Jumpluff        460  -4.2%
727  Blue                           8  Blissey         540  --> Unfezant        488  -9.6%
727  Blue                           9  Tyranitar       600  --> Pecharunt       600  +0.0%
727  Blue                           10 Typhlosion      534  --> Golduck         500  -6.4%
727  Blue                           11 Tentacool       335  --> Shelmet         305  -9.0%
727  Blue                           12 Cubone          320  --> Sprigatito      310  -3.1%
728  Charlotte                      0  Bellossom       490  --> Honchkrow       505  +3.1%
729  Duff & Eda                     0  Onix            385  --> Dartrix         420  +9.1%
729  Duff & Eda                     1  Cloyster        525  --> -----           475  -9.5%
730  Thom & Kae                     0  Electabuzz      490  --> -----           530  +8.2%
730  Thom & Kae                     1  Seel            325  --> -----           303  -6.8%
730  Thom & Kae                     2  Magmar          495  --> Electabuzz      490  -1.0%
730  Thom & Kae                     3  Bellossom       490  --> -----           475  -3.1%
731  Devin                          0  Dunsparce       415  --> Machoke         405  -2.4%
731  Devin                          1  Dunsparce       415  --> Volbeat         430  +3.6%
731  Devin                          2  Dunsparce       415  --> Drakloak        410  -1.2%
732  Grant                          0  Skiploom        340  --> Darumaka        315  -7.4%
732  Grant                          1  Marill          250  --> Shedinja        236  -5.6%
733  Lance                          0  Gyarados        540  --> Bewear          500  -7.4%
733  Lance                          1  Pinsir          500  --> -----           520  +4.0%
733  Lance                          2  Machamp         505  --> Zebstrika       497  -1.6%
733  Lance                          3  Shinx           263  --> Nidoran[M]      273  +3.8%
733  Lance                          5  Squirtle        314  --> Sandygast       320  +1.9%
734  Clair                          0  Dragonair       420  --> Raboot          420  +0.0%
734  Clair                          1  Dodrio          470  --> Misdreavus      435  -7.4%
734  Clair                          2  Mankey          305  --> Charmander      309  +1.3%
